0,1,3,4,6,7,103,106,107,108,109,110,111,112,113,114,115,116,300
1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,100
2,1,1,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301
3,101,3,4,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4,302,5,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302
5,102,5,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
6,6,6,6,103,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,7,7,7,7,104,7,7,7,7,7,7,7,7,7,7,7,7,7
8,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303
